Date,y_true,y_prob
2002-04-01,0,0.09660842140366199
2002-07-01,0,0.0629495262733195
2002-10-01,0,0.06267240690172556
2003-01-01,0,0.05925609673753339
2003-04-01,0,0.04574118511150106
2003-07-01,0,0.03476615587988774
2003-10-01,0,0.03143371151673872
2004-01-01,0,0.020131504999964717
2004-04-01,0,0.035603587611265676
2004-07-01,0,0.04082536093807114
2004-10-01,0,0.060311176211844654
2005-01-01,0,0.07699723800212731
2005-04-01,0,0.12647784347547122
2005-07-01,0,0.3028917858296637
2005-10-01,0,0.44659905279293144
2006-01-01,0,0.5691598738886761
2006-04-01,0,0.6554698222400138
2006-07-01,0,0.636645434785547
2006-10-01,0,0.5404445291864391
2007-01-01,0,0.5860931630830472
2007-04-01,0,0.6216668979171731
2007-07-01,1,0.6068670041823652
2007-10-01,1,0.711144036238715
2008-01-01,1,0.67936701244723
2008-04-01,1,0.8590411838922142
2008-07-01,1,0.6882736698268216
2008-10-01,1,0.34288376875515547
2009-01-01,0,0.191928420775725
2009-04-01,0,0.1265597472345762
2009-07-01,0,0.06423328322443445
2009-10-01,0,0.1773234487245439
2010-01-01,0,0.11405222435431675
2010-04-01,0,0.12181537935897624
2010-07-01,0,0.10271142847353688
2010-10-01,0,0.08427736028203221
2011-01-01,0,0.1257501154986921
2011-04-01,0,0.2683840389234516
2011-07-01,0,0.2900795249062968
2011-10-01,0,0.20228823507700378
2012-01-01,0,0.1857575705830298
2012-04-01,0,0.14073241589292124
2012-07-01,0,0.19242852151609832
2012-10-01,0,0.18376320039305916
2013-01-01,0,0.2177241219942924
2013-04-01,0,0.22082159485112463
2013-07-01,0,0.20214564313498926
2013-10-01,0,0.13112298913170026
2014-01-01,0,0.12053710352460859
2014-04-01,0,0.03988295089165692
2014-07-01,0,0.03475492523642803
2014-10-01,0,0.029124912067214126
2015-01-01,0,0.02160578843413348
2015-04-01,0,0.03358769115894932
2015-07-01,0,0.059014943040449554
2015-10-01,0,0.11827410569565658
2016-01-01,0,0.12312632685295863
2016-04-01,0,0.11564308755030564
2016-07-01,0,0.11830161886965991
2016-10-01,0,0.18209634765571583
2017-01-01,0,0.19801866638752913
2017-04-01,0,0.17349924764906952
2017-07-01,0,0.12837337034200738
2017-10-01,0,0.12949576073711444
2018-01-01,0,0.13361200045137814
2018-04-01,0,0.1783354640665474
2018-07-01,0,0.22622279423101238
2018-10-01,0,0.22898891151654296
2019-01-01,0,0.2683134984630364
2019-04-01,0,0.35183012515208856
2019-07-01,1,0.41428922264822055
2019-10-01,1,0.5548314498061314
2020-01-01,0,0.6164738085249298
2020-04-01,0,0.8931834392260734
2020-07-01,0,0.46509737127255213
2020-10-01,0,0.4319852773112767
2021-01-01,0,0.3301994146433956
2021-04-01,0,0.3317002870370859
2021-07-01,0,0.3985079022476374
2021-10-01,0,0.47991450900676
2022-01-01,0,0.5718219705207964
