Date,y_true,y_prob
2002-04-01,0,0.04583230775945731
2002-07-01,0,0.03927537557253524
2002-10-01,0,0.03887767492670032
2003-01-01,0,0.03808002456152472
2003-04-01,0,0.033205710970607975
2003-07-01,0,0.03370358941064727
2003-10-01,0,0.018944230393949713
2004-01-01,0,0.01561536777566763
2004-04-01,0,0.030943595190997406
2004-07-01,0,0.04261879987111498
2004-10-01,0,0.07837710350382218
2005-01-01,0,0.1344239009876368
2005-04-01,0,0.25432384140286
2005-07-01,0,0.4251835940466836
2005-10-01,0,0.5661362990057874
2006-01-01,0,0.6605971111218559
2006-04-01,0,0.6987921861982499
2006-07-01,0,0.684065362118229
2006-10-01,0,0.6562105636040285
2007-01-01,0,0.6447105001977235
2007-04-01,1,0.6149755440716979
2007-07-01,1,0.5966919406504105
2007-10-01,1,0.5579103643003754
2008-01-01,1,0.46479922586535083
2008-04-01,1,0.8269682956570804
2008-07-01,1,0.5630867474198641
2008-10-01,0,0.49649848394545104
2009-01-01,0,0.5502202564436617
2009-04-01,0,0.4252444531868847
2009-07-01,0,0.47020424316246034
2009-10-01,0,0.40247391694416823
2010-01-01,0,0.27219332900838
2010-04-01,0,0.0664766025508725
2010-07-01,0,0.048332533424413855
2010-10-01,0,0.03295914689332185
2011-01-01,0,0.05768059021419504
2011-04-01,0,0.14534560502610852
2011-07-01,0,0.12437476163509684
2011-10-01,0,0.059838939728867384
2012-01-01,0,0.06575942811078125
2012-04-01,0,0.11270642605017472
2012-07-01,0,0.1875763625978819
2012-10-01,0,0.20720928949165643
2013-01-01,0,0.2710130066294997
2013-04-01,0,0.3102790902172134
2013-07-01,0,0.2937724169394499
2013-10-01,0,0.19354266951063054
2014-01-01,0,0.19550183510701433
2014-04-01,0,0.04658296049510505
2014-07-01,0,0.037003383534226275
2014-10-01,0,0.03210154101543847
2015-01-01,0,0.029813872311842148
2015-04-01,0,0.04808917430018855
2015-07-01,0,0.08173358796156859
2015-10-01,0,0.17269698972130432
2016-01-01,0,0.15443894086117152
2016-04-01,0,0.14507425517070535
2016-07-01,0,0.19150949478017282
2016-10-01,0,0.332804526361662
2017-01-01,0,0.4325102608553517
2017-04-01,0,0.44135516011249154
2017-07-01,0,0.30749307447364327
2017-10-01,0,0.28142910526900305
2018-01-01,0,0.39219077322393936
2018-04-01,0,0.30977199730942395
2018-07-01,0,0.3936760806011982
2018-10-01,0,0.41714060610919707
2019-01-01,0,0.45497571637730183
2019-04-01,1,0.5590157326661463
2019-07-01,1,0.5713675508195883
2019-10-01,0,0.6376312587978473
2020-01-01,0,0.6743396544954914
2020-04-01,0,0.6721977895906669
2020-07-01,0,0.6300840239809417
2020-10-01,0,0.5644429458301455
2021-01-01,0,0.4695060796991711
2021-04-01,0,0.6321654344866995
2021-07-01,0,0.564928819820764
2021-10-01,0,0.38878828512510766
2022-01-01,0,0.37520858487443415
